          47   50.9560       3.45063      0.115935E-36  0.283225E-16  0.642519E-13  0.872656E-17  0.739459E-16  0.506809E-15  0.296077E-16  0.226898E-15  0.102773E-15  0.542621E-16  0.543767E-15  0.127427E-15  0.232299E-15  0.301002E-15  0.216543E-15  0.787276E-19  0.189122E-18
          48   50.9980       3.45151      0.115894E-36  0.283412E-16  0.642616E-13  0.872374E-17  0.739208E-16  0.507249E-15  0.295980E-16  0.227088E-15  0.102877E-15  0.543248E-16  0.543946E-15  0.127467E-15  0.232491E-15  0.301373E-15  0.217109E-15  0.790890E-19  0.190375E-18
          49   51.0410       3.45241      0.115853E-36  0.283604E-16  0.642715E-13  0.872086E-17  0.738951E-16  0.507698E-15  0.295882E-16  0.227282E-15  0.102984E-15  0.543889E-16  0.544129E-15  0.127507E-15  0.232687E-15  0.301751E-15  0.217687E-15  0.794593E-19  0.191661E-18
          50   51.0848       3.45333      0.115810E-36  0.283799E-16  0.642816E-13  0.871791E-17  0.738690E-16  0.508157E-15  0.295781E-16  0.227481E-15  0.103093E-15  0.544543E-16  0.544316E-15  0.127549E-15  0.232887E-15  0.302137E-15  0.218279E-15  0.798388E-19  0.192982E-18
          51   51.1295       3.45427      0.115767E-36  0.283998E-16  0.642919E-13  0.871492E-17  0.738423E-16  0.508625E-15  0.295678E-16  0.227683E-15  0.103204E-15  0.545211E-16  0.544507E-15  0.127591E-15  0.233091E-15  0.302531E-15  0.218884E-15  0.802273E-19  0.194337E-18
          52   51.1751       3.45523      0.115723E-36  0.284201E-16  0.643024E-13  0.871186E-17  0.738151E-16  0.509102E-15  0.295573E-16  0.227889E-15  0.103317E-15  0.545892E-16  0.544701E-15  0.127634E-15  0.233299E-15  0.302934E-15  0.219502E-15  0.806252E-19  0.195727E-18
          53   51.2217       3.45620      0.115678E-36  0.284408E-16  0.643132E-13  0.870875E-17  0.737874E-16  0.509589E-15  0.295466E-16  0.228100E-15  0.103433E-15  0.546587E-16  0.544899E-15  0.127678E-15  0.233511E-15  0.303344E-15  0.220132E-15  0.810323E-19  0.197152E-18
          54   51.2691       3.45720      0.115632E-36  0.284619E-16  0.643241E-13  0.870557E-17  0.737592E-16  0.510085E-15  0.295357E-16  0.228314E-15  0.103551E-15  0.547295E-16  0.545100E-15  0.127723E-15  0.233727E-15  0.303762E-15  0.220776E-15  0.814488E-19  0.198614E-18
          55   51.3175       3.45821      0.115586E-36  0.284833E-16  0.643352E-13  0.870235E-17  0.737305E-16  0.510590E-15  0.295247E-16  0.228532E-15  0.103671E-15  0.548016E-16  0.545306E-15  0.127769E-15  0.233947E-15  0.304187E-15  0.221434E-15  0.818748E-19  0.200112E-18
          56   51.3667       3.45924      0.115538E-36  0.285051E-16  0.643465E-13  0.869906E-17  0.737013E-16  0.511104E-15  0.295134E-16  0.228755E-15  0.103793E-15  0.548751E-16  0.545515E-15  0.127815E-15  0.234171E-15  0.304621E-15  0.222104E-15  0.823104E-19  0.201648E-18
          57   51.4169       3.46029      0.115490E-36  0.285273E-16  0.643581E-13  0.869572E-17  0.736716E-16  0.511628E-15  0.295019E-16  0.228981E-15  0.103918E-15  0.549499E-16  0.545727E-15  0.127862E-15  0.234399E-15  0.305063E-15  0.222788E-15  0.827557E-19  0.203221E-18
          58   51.4679       3.46136      0.115441E-36  0.285498E-16  0.643698E-13  0.869232E-17  0.736414E-16  0.512161E-15  0.294903E-16  0.229211E-15  0.104045E-15  0.550260E-16  0.545943E-15  0.127910E-15  0.234631E-15  0.305512E-15  0.223485E-15  0.832108E-19  0.204832E-18
          59   51.5199       3.46244      0.115391E-36  0.285728E-16  0.643818E-13  0.868887E-17  0.736107E-16  0.512703E-15  0.294784E-16  0.229446E-15  0.104174E-15  0.551035E-16  0.546163E-15  0.127959E-15  0.234867E-15  0.305970E-15  0.224195E-15  0.836757E-19  0.206482E-18
          60   51.5727       3.46355      0.115341E-36  0.285961E-16  0.643939E-13  0.868536E-17  0.735795E-16  0.513254E-15  0.294664E-16  0.229684E-15  0.104305E-15  0.551824E-16  0.546387E-15  0.128009E-15  0.235106E-15  0.306435E-15  0.224919E-15  0.841506E-19  0.208171E-18
          61   51.6265       3.46467      0.115289E-36  0.286197E-16  0.644063E-13  0.868179E-17  0.735477E-16  0.513814E-15  0.294541E-16  0.229927E-15  0.104438E-15  0.552626E-16  0.546614E-15  0.128059E-15  0.235350E-15  0.306909E-15  0.225657E-15  0.846356E-19  0.209901E-18
          62   51.6812       3.46581      0.115237E-36  0.286437E-16  0.644188E-13  0.867816E-17  0.735155E-16  0.514384E-15  0.294417E-16  0.230173E-15  0.104574E-15  0.553441E-16  0.546844E-15  0.128111E-15  0.235598E-15  0.307390E-15  0.226408E-15  0.851307E-19  0.211671E-18
          63   51.7367       3.46697      0.115184E-36  0.286681E-16  0.644316E-13  0.867449E-17  0.734828E-16  0.514963E-15  0.294291E-16  0.230423E-15  0.104712E-15  0.554270E-16  0.547078E-15  0.128163E-15  0.235849E-15  0.307879E-15  0.227172E-15  0.856361E-19  0.213482E-18
          64   51.7932       3.46815      0.115130E-36  0.286929E-16  0.644446E-13  0.867075E-17  0.734496E-16  0.515551E-15  0.294163E-16  0.230677E-15  0.104852E-15  0.555112E-16  0.547316E-15  0.128216E-15  0.236105E-15  0.308376E-15  0.227951E-15  0.861520E-19  0.215335E-18
          65   51.8506       3.46934      0.115076E-36  0.287180E-16  0.644577E-13  0.866696E-17  0.734159E-16  0.516148E-15  0.294033E-16  0.230936E-15  0.104994E-15  0.555967E-16  0.547558E-15  0.128269E-15  0.236364E-15  0.308881E-15  0.228743E-15  0.866783E-19  0.217230E-18
          66   51.9089       3.47055      0.115020E-36  0.287435E-16  0.644711E-13  0.866312E-17  0.733817E-16  0.516754E-15  0.293901E-16  0.231198E-15  0.105139E-15  0.556836E-16  0.547803E-15  0.128324E-15  0.236627E-15  0.309393E-15  0.229549E-15  0.872152E-19  0.219169E-18
          67   51.9681       3.47179      0.114964E-36  0.287693E-16  0.644847E-13  0.865922E-17  0.733471E-16  0.517369E-15  0.293767E-16  0.231464E-15  0.105286E-15  0.557718E-16  0.548051E-15  0.128379E-15  0.236895E-15  0.309914E-15  0.230368E-15  0.877629E-19  0.221152E-18
          68   52.0282       3.47304      0.114907E-36  0.287955E-16  0.644984E-13  0.865527E-17  0.733120E-16  0.517994E-15  0.293632E-16  0.231734E-15  0.105435E-15  0.558613E-16  0.548303E-15  0.128435E-15  0.237166E-15  0.310442E-15  0.231202E-15  0.883214E-19  0.223179E-18
          69   52.0891       3.47430      0.114850E-36  0.288221E-16  0.645124E-13  0.865126E-17  0.732763E-16  0.518627E-15  0.293494E-16  0.232008E-15  0.105586E-15  0.559522E-16  0.548559E-15  0.128492E-15  0.237441E-15  0.310978E-15  0.232050E-15  0.888908E-19  0.225252E-18
          70   52.1510       3.47559      0.114791E-36  0.288490E-16  0.645266E-13  0.864720E-17  0.732403E-16  0.519270E-15  0.293355E-16  0.232286E-15  0.105740E-15  0.560445E-16  0.548818E-15  0.128549E-15  0.237719E-15  0.311523E-15  0.232911E-15  0.894714E-19  0.227371E-18
          71   52.2138       3.47689      0.114732E-36  0.288763E-16  0.645409E-13  0.864309E-17  0.732037E-16  0.519921E-15  0.293214E-16  0.232568E-15  0.105895E-15  0.561380E-16  0.549080E-15  0.128608E-15  0.238002E-15  0.312075E-15  0.233787E-15  0.900632E-19  0.229537E-18
          72   52.2776       3.47822      0.114672E-36  0.289039E-16  0.645555E-13  0.863892E-17  0.731666E-16  0.520582E-15  0.293071E-16  0.232854E-15  0.106053E-15  0.562329E-16  0.549346E-15  0.128667E-15  0.238289E-15  0.312635E-15  0.234677E-15  0.906662E-19  0.231750E-18
          73   52.3422       3.47955      0.114611E-36  0.289318E-16  0.645703E-13  0.863470E-17  0.731291E-16  0.521252E-15  0.292926E-16  0.233144E-15  0.106213E-15  0.563291E-16  0.549616E-15  0.128727E-15  0.238579E-15  0.313202E-15  0.235582E-15  0.912808E-19  0.234011E-18
          74   52.4077       3.48091      0.114549E-36  0.289601E-16  0.645853E-13  0.863042E-17  0.730911E-16  0.521931E-15  0.292779E-16  0.233438E-15  0.106376E-15  0.564267E-16  0.549889E-15  0.128788E-15  0.238873E-15  0.313778E-15  0.236500E-15  0.919069E-19  0.236322E-18
          75   52.4741       3.48229      0.114487E-36  0.289888E-16  0.646005E-13  0.862610E-17  0.730527E-16  0.522619E-15  0.292631E-16  0.233736E-15  0.106540E-15  0.565256E-16  0.550165E-15  0.128849E-15  0.239171E-15  0.314361E-15  0.237433E-15  0.925448E-19  0.238683E-18
          76   52.5414       3.48368      0.114424E-36  0.290178E-16  0.646158E-13  0.862172E-17  0.730138E-16  0.523316E-15  0.292481E-16  0.234037E-15  0.106707E-15  0.566258E-16  0.550445E-15  0.128911E-15  0.239473E-15  0.314952E-15  0.238381E-15  0.931946E-19  0.241095E-18
          77   52.6096       3.48509      0.114360E-36  0.290471E-16  0.646314E-13  0.861728E-17  0.729744E-16  0.524022E-15  0.292329E-16  0.234343E-15  0.106876E-15  0.567274E-16  0.550728E-15  0.128974E-15  0.239778E-15  0.315551E-15  0.239343E-15  0.938563E-19  0.243559E-18
          78   52.6788       3.48652      0.114296E-36  0.290768E-16  0.646472E-13  0.861280E-17  0.729345E-16  0.524736E-15  0.292175E-16  0.234652E-15  0.107047E-15  0.568303E-16  0.551015E-15  0.129038E-15  0.240088E-15  0.316158E-15  0.240320E-15  0.945302E-19  0.246075E-18
          79   52.7488       3.48797      0.114230E-36  0.291068E-16  0.646632E-13  0.860826E-17  0.728942E-16  0.525460E-15  0.292019E-16  0.234965E-15  0.107221E-15  0.569345E-16  0.551305E-15  0.129103E-15  0.240401E-15  0.316773E-15  0.241311E-15  0.952163E-19  0.248645E-18
          80   52.8197       3.48943      0.114164E-36  0.291372E-16  0.646794E-13  0.860367E-17  0.728534E-16  0.526193E-15  0.291862E-16  0.235283E-15  0.107396E-15  0.570401E-16  0.551599E-15  0.129168E-15  0.240718E-15  0.317396E-15  0.242317E-15  0.959149E-19  0.251269E-18
          81   52.8916       3.49092      0.114097E-36  0.291679E-16  0.646957E-13  0.859903E-17  0.728122E-16  0.526935E-15  0.291702E-16  0.235604E-15  0.107574E-15  0.571469E-16  0.551896E-15  0.129234E-15  0.241039E-15  0.318026E-15  0.243338E-15  0.966260E-19  0.253949E-18
